measure_id,measure_name,ibge_code,muni_name,state_id,state,cause_id,cause_name,sex_id,sex,age_id,age_name,year,metric,mx,lower,upper
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,2.634591148,1.28410493,4.797215225
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,6.910727011,4.657685288,10.05069675
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,6.505260516,4.381099067,9.44001855
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,6.293472981,4.33660133,9.155723146
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,5.86670639,4.006807762,8.513305201
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,5.490207367,3.679173166,7.864190042
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,5.032373354,3.385645144,7.175214894
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,4.84382891,3.227868746,7.063813415
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,4.620342825,3.098030294,6.73459125
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,4.192213102,2.749594175,6.270170283
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,4.078624306,2.720387128,6.074602137
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,3.723374607,2.412314379,5.569669265
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,3.561516145,2.277226002,5.387413048
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,3.597533553,2.262886587,5.53315112
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,3.562358837,2.243427538,5.558564857
1,Deaths,130002,Alvaraes,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,3.474964533,2.10122933,5.463311555
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,7.257544686,3.950709234,12.11306668
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,7.03124459,3.834670904,11.84591556
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,7.006596812,3.817805341,11.74809652
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,6.547438414,3.602967523,11.10971376
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,6.155656837,3.331807526,10.26059321
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,5.825109894,3.153682983,9.803538403
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,5.64390886,3.111230441,9.570981223
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,5.151733082,2.74851697,8.85831149
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,4.651318831,2.426639104,8.223753288
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,4.96271776,2.591936637,8.6397369
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,4.305410649,2.151832589,7.824745928
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,4.10075104,1.988281217,7.478767505
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,4.124606331,1.917408818,7.526192481
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,4.139145854,1.852631246,7.64497595
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,3.979989088,1.746131733,7.633969999
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2001,Rate,6.163482452,3.432740757,10.07232525
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2002,Rate,5.861320195,3.301403856,9.578278035
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2003,Rate,5.529890367,3.105395469,9.155014873
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2004,Rate,5.081255627,2.829284288,8.30236883
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2005,Rate,4.669871388,2.61269823,7.87042188
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2006,Rate,4.408895159,2.331851695,7.499556994
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2007,Rate,4.235424536,2.321968438,7.277264405
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2008,Rate,4.154170544,2.216810094,7.272614735
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2009,Rate,3.676377652,1.920995027,6.480239997
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2010,Rate,3.509311868,1.785796843,6.218517775
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2011,Rate,3.223224547,1.625440946,5.842100947
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2012,Rate,3.11171026,1.561822872,5.682231459
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2013,Rate,3.058800119,1.474954556,5.661533386
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2014,Rate,3.047115434,1.423529518,5.790713137
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,2.971064188,1.365559646,5.688987046
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,6.678403649,4.290331595,9.761569659
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,6.417597433,4.081812423,9.276817204
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,6.279704203,4.068619242,9.096748875
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,5.825070805,3.811584164,8.508497713
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,5.426609224,3.485352609,8.032264875
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,5.152128565,3.362962671,7.489330637
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,5.010584465,3.203772672,7.365020243
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,4.691953338,2.956881329,6.970728012
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,4.212052772,2.584474306,6.428640787
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,4.29538314,2.633157243,6.426144203
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,3.795621226,2.280618855,5.946439525
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,3.6444645,2.141036297,5.642825795
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,3.644526035,2.077303669,5.706936515
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,3.652852523,2.069002403,5.904651706
1,Deaths,130006,Amatura,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,3.542999522,1.959929315,5.824593239
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,7.787001678,4.647677772,12.33162179
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,7.386435994,4.365664781,11.73094593
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,7.26879033,4.437308314,11.62389541
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,6.968164929,4.112084269,11.29029324
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,6.514898465,3.863050254,10.52110118
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,5.987041357,3.53135565,9.537439624
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,5.847524401,3.494959308,9.333451143
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,5.573852814,3.343845776,8.83616548
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,5.321679753,3.144197646,8.637640705
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,5.180793319,2.98503911,8.418130738
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,4.840499147,2.758437189,8.092776865
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,4.724056235,2.640078547,7.828375365
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,4.645090994,2.524512543,7.819760014
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,4.584414364,2.4481128,7.846488168
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,4.464760295,2.332864239,7.760947533
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2001,Rate,4.634178837,2.817837004,7.071759383
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2002,Rate,4.383247756,2.689886205,6.561997525
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2003,Rate,4.148839847,2.583345919,6.280540246
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2004,Rate,3.906077375,2.385098898,6.003122246
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2005,Rate,3.611849323,2.16944734,5.465774371
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2006,Rate,3.356616536,2.076339989,5.203351774
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2007,Rate,3.243150066,1.969722667,5.016784137
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2008,Rate,3.260121308,1.995652176,5.014587057
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2009,Rate,3.054673286,1.830894988,4.744816213
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2010,Rate,2.82246413,1.629582248,4.437081405
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2011,Rate,2.667187483,1.534517539,4.241480108
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2012,Rate,2.561945199,1.456484512,4.131273652
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2013,Rate,2.520825698,1.409273178,4.058503513
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2014,Rate,2.496743637,1.364795157,4.137993039
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,2.437947163,1.30840474,4.022681537
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,6.335200435,4.421594723,9.113900678
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,6.004961871,4.197238276,8.594765789
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,5.828240987,4.103383122,8.344699525
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,5.548059254,3.864922035,7.972566672
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,5.172043446,3.541130063,7.452730735
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,4.769617522,3.30810532,6.75079512
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,4.60411727,3.183176294,6.720769476
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,4.473452768,3.044144346,6.435220766
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,4.238784717,2.874743716,6.125443152
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,4.07131533,2.734832445,5.918044305
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,3.822268015,2.522258186,5.719479189
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,3.708914041,2.433671058,5.517258815
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,3.650841424,2.360722708,5.474668099
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,3.590145459,2.283072706,5.396314091
1,Deaths,130008,Anama,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,3.492651214,2.205602473,5.337434871
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,8.596799794,5.494013193,12.75093538
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,8.194382588,5.297664467,11.94485977
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,8.102465542,5.334288148,11.91481486
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,7.632442955,4.946628172,11.26772183
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,7.047241797,4.506935625,10.4415988
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,6.604830638,4.275746224,10.11975269
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,6.529602322,4.203679853,9.836825004
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,6.186189994,3.816570044,9.229247446
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,5.919857188,3.693704967,9.172880846
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,5.859397566,3.539290695,9.139218016
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2011,Rate,5.479708321,3.296540819,8.686237602
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2012,Rate,5.280399602,3.173833109,8.302678849
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2013,Rate,5.245825611,3.062222465,8.485812893
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2014,Rate,5.221290837,3.014596719,8.674275461
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2015,Rate,5.111199568,2.907752107,8.425008888
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2001,Rate,4.724880043,2.843208046,7.083987225
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2002,Rate,4.487978837,2.691213234,6.833481651
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2003,Rate,4.255044558,2.636062527,6.497514319
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2004,Rate,3.937185912,2.425559048,5.938466852
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2005,Rate,3.631158673,2.223718911,5.612904446
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2006,Rate,3.410496458,2.097787156,5.29902795
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2007,Rate,3.316283782,2.007652034,5.176856275
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2008,Rate,3.322362245,2.001732979,5.267417681
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2009,Rate,3.12255386,1.832260365,4.946887807
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2010,Rate,2.909254022,1.701424537,4.605281076
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2011,Rate,2.756303325,1.614072845,4.402405241
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2012,Rate,2.626067891,1.492822317,4.26020322
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2013,Rate,2.585691487,1.453931186,4.224824561
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2014,Rate,2.570904622,1.408094717,4.243200862
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,2,Female,27,Age-standardized,2015,Rate,2.520364528,1.35721945,4.250508756
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2001,Rate,6.777382873,4.780516637,9.258507348
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2002,Rate,6.455978799,4.623607603,8.763504431
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2003,Rate,6.288152139,4.541407204,8.429722889
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2004,Rate,5.894264099,4.204093625,7.944364294
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2005,Rate,5.448444937,3.872528887,7.370204344
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2006,Rate,5.099849907,3.631120782,6.975757743
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2007,Rate,5.088417269,3.615394414,6.971974619
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2008,Rate,4.913300563,3.478515433,6.752215077
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2009,Rate,4.682195616,3.290842455,6.530958948
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2010,Rate,4.436854444,3.105139276,6.224958637
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2011,Rate,4.173315854,2.902333154,5.917906218
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2012,Rate,4.002932724,2.714776669,5.689599008
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2013,Rate,3.95421075,2.663466385,5.778732408
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2014,Rate,3.931922964,2.602840132,5.729864033
1,Deaths,130010,Anori,4752,Amazonas,297,Tuberculosis,3,Both,27,Age-standardized,2015,Rate,3.849809589,2.48434947,5.646152772
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2001,Rate,8.165198323,5.366120654,12.05507017
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2002,Rate,7.986443706,5.307385077,11.31746812
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2003,Rate,7.918721388,5.323800021,11.25415008
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2004,Rate,7.539130239,5.055670194,10.85539625
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2005,Rate,6.627744571,4.494440272,9.61939259
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2006,Rate,6.760527609,4.512549575,9.700184675
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2007,Rate,6.449575755,4.248519131,9.294978822
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2008,Rate,6.109324154,4.100077657,8.97985888
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2009,Rate,5.520762605,3.709118237,8.024350236
1,Deaths,130014,Apui,4752,Amazonas,297,Tuberculosis,1,Male,27,Age-standardized,2010,Rate,5.608785425,3.682832607,8.493745304
